"uuid","identifier","createdBy","createdAtGMT","modifiedBy","modifiedAtGMT","FeatureID","FeatureType","ShelterAuthor","ShelterTimestamp","FeatureSource","NumberOfIterationsSubtype","FeatureDescription","Latitude","Longitude","Northing","Easting","Accuracy","LanduseOnTop","LanduseAround","OverviewPhoto","LocaleDescription","EntrywayType","AccessiblityOfShelterDuringVisit","EntrywayFacesDirection","CommentsOnEntrywayAndAccess","EntrywayPhoto","EmergencyExitShape","EmergencyExitLocation","NotesOnEmergencyExit","EmergencyExitPhoto","DistanceFromSwanNeckToEmergencyExitM","InteriorDescription","InteriorPhoto","CommentsAndRecommendations","geospatialcolumn"
"1000021682934311455","225-{Shelter_Type_III}","Adela Sobotkova","2023-05-01 09:45:11.455 GMT","Adela Sobotkova","2023-05-01 09:50:25 GMT","225","Shelter Type III","Adela Sobotkova","2023-05-01 11:45:11+02:00","Map","1","type 3 single in the middle of the marselis road, just west of marselis and Jyllands alle intersection, grass covered with stone retaining wall to the south, positioned 300 m to east of 224","56.139696528537996","10.189494132956748","6222264.789394596","573916.31774314","3.0","Grass","Street","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/225_Shelter_Type_III__1.jpg''}}","just west off marselis blvd crossing Jyllands alle, daffodils bloom ","Concrete slabs","Barred (concrete slabs or earthen cover bar access fully or partially)","W","change of direction in the entrance, bushes and a mature tree block the entry","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/225_Shelter_Type_III__1.jpg''}}","Square","Side","1 m bush covers the swan neck, concrete tile on top","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/225_Shelter_Type_III__1.jpg''}}","0.3","inaccessible","","","POINT(573916.317743 6222264.789395)"
"1000021682934887968","226-{Shelter_Type_III}","Adela Sobotkova","2023-05-01 09:54:47.969 GMT","Adela Sobotkova","2023-05-01 09:59:06 GMT","226","Shelter Type III","Adela Sobotkova","2023-05-01 11:54:47+02:00","Map","2","type 3 single in the middle of the marselis road, just east of marselis and Jyllands alle intersection, grass covered with stone retaining wall to the south, positioned across intersection to east of 225","56.13991271949235","10.19134391190429","6222290.832797289","574030.8430416653","3.0","Grass","Street","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/226_Shelter_Type_III__1.jpg''}}","just east off marselis blvd crossing Jyllands alle , one in a cluster of two","Concrete slabs","Barred (concrete slabs or earthen cover bar access fully or partially)","W","slabs covered with moss, and block of concrete","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/226_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/226_Shelter_Type_III__2.jpg''}}","Square","Side","1 m bush covers the swan neck, concrete tile on top","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/226_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/226_Shelter_Type_III__2.jpg''}}","0.3","inaccessible","","","POINT(574030.843042 6222290.832797)"
"1000021682935322021","227-{Shelter_Type_III}","Adela Sobotkova","2023-05-01 10:02:02.021 GMT","Adela Sobotkova","2023-05-01 10:06:31 GMT","227","Shelter Type III","Adela Sobotkova","2023-05-01 12:02:01+02:00","Map","2","type 3 one of two in the middle of the marselis road, grass covered with stone retaining wall to the south( 3 rows of stones)","56.13996291026706","10.19172650244262","6222296.829166268","574054.5196639278","3.0","Grass","Street","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/227_Shelter_Type_III__1.jpg''}}","marselis blvd shelter","Concrete slabs","Barred (concrete slabs or earthen cover bar access fully or partially)","W","entrance slightly offset and buried with a small tree in front ( hloh)","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/227_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/227_Shelter_Type_III__2.jpg''}}","Square","Side","clear accessible","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/227_Shelter_Type_III__1.jpg''}}","0.3","inaccessible","","","POINT(574054.519664 6222296.829166)"
"1000021682935843529","228-{Shelter_Type_III}","Adela Sobotkova","2023-05-01 10:10:43.529 GMT","Adela Sobotkova","2023-05-01 10:16:26 GMT","228","Shelter Type III","Adela Sobotkova","2023-05-01 12:10:43+02:00","Map","2","type 3 in the middle of the marselis road, low and buried, just west of marselis and Stadium alle intersection, grass covered with stone retaining wall (3 rows) to the south, positioned to west of 229; cluster of two, GPS right on entry","56.14007787683858","10.192860759180057","6222310.841951318","574124.7778955597","3.0","Grass","Street","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/228_Shelter_Type_III__1.jpg''}}","just west off marselis blvd crossing with stadium alle , one in a cluster of two","Concrete slabs","Barred (concrete slabs or earthen cover bar access fully or partially)","W","slabs covered with moss, easily accessible via a path, no round cylinder top to entrance","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/228_Shelter_Type_III__1.jpg''}}","Square","Side","2 m bush covers the swan neck and emergency exit","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/228_Shelter_Type_III__1.jpg''}}","0.3","inaccessible","","","POINT(574124.777896 6222310.841951)"
"1000021682936308906","229-{Shelter_Type_III}","Adela Sobotkova","2023-05-01 10:18:28.907 GMT","Adela Sobotkova","2023-05-01 10:20:15 GMT","229","Shelter Type III","Adela Sobotkova","2023-05-01 12:18:28+02:00","Map","2","type 3 in the middle of the marselis road, low and buried, just west of marselis and Stadium alle intersection, grass covered with stone retaining wall (3 rows) to the south, positioned to east of 228; cluster of two, GPS right on entry","56.14021653650239","10.19349665132542","6222326.956869904","574164.0233207733","3.0","Grass","Street","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/229_Shelter_Type_III__1.jpg''}}","just west off marselis blvd crossing with stadium alle , one in a cluster of two","Concrete slabs","Barred (concrete slabs or earthen cover bar access fully or partially)","W","slabs covered with moss, grown tree at the entryway and a bush, cylinder present","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/229_Shelter_Type_III__1.jpg''}}","Square","Side","clear and accessible, high swan neck, ca. 0.5 m above the exit","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/229_Shelter_Type_III__1.jpg''}}","0.3","inaccessible","","","POINT(574164.023321 6222326.95687)"
"1000021682936864014","230-{Shelter_Type_VI}","Adela Sobotkova","2023-05-01 10:27:54.809 GMT","Adela Sobotkova","2023-05-01 10:37:09 GMT","230","Shelter Type VI","Adela Sobotkova","2023-05-01 12:27:43+02:00","Map","1","a 50m underground garage (?) with two driving access points and two stairwells next to marselis/ stadium alke intersection, behind  noise barrier, tiled surface, barred by wire fence. GPS marks stairwell entry","56.14057183101715","10.195226520863411","6222368.358752128","574270.8266601097","3.0","Concrete slabs","Street","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/230_Shelter_Type_VI__1.jpg''}}","just to NE of the intersection","Doorway","Locked","NW","stairwell entry is barred by wire fence with a lock, driveway by wire fence. there are two of each","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/230_Shelter_Type_VI__1.jpg''}}","NA","NA","no exits found","","","","","","POINT(574270.82666 6222368.358752)"
"1000021682937813162","231-{Shelter_Type_III}","Adela Sobotkova","2023-05-01 10:43:47.387 GMT","Adela Sobotkova","2023-05-01 10:55:08 GMT","231","Shelter Type III","Adela Sobotkova","2023-05-01 12:43:33+02:00","Map","1","standard type 3 N of underground garage, with S facing entry ( to wards the garage), covered in shrubs and trees and hiding just next to a parking lot, group of two parallel ones","56.141401222523676","10.195278690711664","6222460.718461265","574272.4690246793","3.0","Trees","Street","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/231_Shelter_Type_III__1.jpg''}}","marselis blvd","Concrete slabs","Barred (concrete slabs or earthen cover bar access fully or partially)","S","standard clear with chimney","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/231_Shelter_Type_III__1.jpg''}}","Square","Side","concrete tile cover","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/231_Shelter_Type_III__1.jpg''}}","0.3","inaccessible","","","POINT(574272.469025 6222460.718461)"
"1000021682938204445","232-{Shelter_Type_III}","Adela Sobotkova","2023-05-01 10:50:04.446 GMT","Adela Sobotkova","2023-05-01 10:52:58 GMT","232","Shelter Type III","Adela Sobotkova","2023-05-01 12:50:04+02:00","Map","1","standard type 3 N of underground garage, with S facing entry ( to wards the garage), covered in shrubs and trees and hiding just next to a parking lot, group of two parallel ones, this is the north one","56.141448570536134","10.195457598657196","6222466.18047426","574283.4941193794","3.0","Trees","Forest","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/232_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/232_Shelter_Type_III__2.jpg''}}","marselis blvd","Concrete slabs","Barred (concrete slabs or earthen cover bar access fully or partially)","S","standard clear with chimney, cleared top","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/232_Shelter_Type_III__1.jpg''}}","Square","Side","concrete tile cover","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/232_Shelter_Type_III__1.jpg''}}","0.3","inaccessible","","","POINT(574283.494119 6222466.180474)"
"1000021682942082671","233-{Shelter_Type_III}","Adela Sobotkova","2023-05-01 11:54:51.521 GMT","Adela Sobotkova","2023-05-01 11:58:31 GMT","233","Shelter Type III","Adela Sobotkova","2023-05-01 13:54:42+02:00","Map","1","Type 3A ( only one exit but size looks double of the single iteration of type 3) with central entrance and two wings of shelters in the central isle of Søndre ringgade","56.14131351609982","10.193208827027286","6222448.731139814","574144.0272904423","3.0","Grass","Street","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/233_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/233_Shelter_Type_III__2.jpg''}}","south edge of Søndre ringgade just before the final swerve","Concrete slabs","Barred (concrete slabs or earthen cover bar access fully or partially)","SW","standard entry with a chimney with concrete tile on top flanked by a small tree. ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/233_Shelter_Type_III__1.jpg''}}","Square","Side","only one exit located, one north. south one as on an edge of 3A type imputed only","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/233_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/233_Shelter_Type_III__2.jpg''}}","0.3","","","","POINT(574144.02729 6222448.73114)"
"1000031682942763137","100-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-01 12:06:19.079 GMT","Lise Søndergaard Jensen ","2023-05-01 12:11:34 GMT","100","Shelter Type III","Lise Søndergaard Jensen ","2023-05-01 14:06:03+02:00","Map","5 (5 x shelter type 3,1 x shelter type xx)","Shelter as expected, covered in trees.","56.15670731666667","10.176955833333333","6224144.576004253","573104.9165641547","0.9","Trees","Urban structures","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/100_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/100_Shelter_Type_III__2.jpg''}}","Placed opposite Silkeborgvej 176, along Oldjordsvej, on the corner of Fenrisvej. ","Concrete slabs","Sealed (as in a layer of concrete seals a doorway)","SSE","visible, but not able to enter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/100_Shelter_Type_III__1.jpg''}}","Square","Side","visible, but difficult to access .","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/100_Shelter_Type_III__1.jpg''}}","0.35","not able to enter.","","","POINT(573104.916564 6224144.576004)"
"1000021682942891846","234-{Shelter_Type_III}","Adela Sobotkova","2023-05-01 12:08:53.015 GMT","Adela Sobotkova","2023-05-01 12:13:01 GMT","234","Shelter Type III","Adela Sobotkova","2023-05-01 14:08:11+02:00","Map","1","single iteration of type 3 between two 3A types","56.14152738819127","10.193111596154104","6222472.428629411","574137.5742036081","3.0","Grass","Street","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/234_Shelter_Type_III__1.jpg''}}","søndre ringgade island 3 meters north of 233, wire fence divides the ringgade","Concrete slabs","Barred (concrete slabs or earthen cover bar access fully or partially)","SW","moss on surface","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/234_Shelter_Type_III__1.jpg''}}","Square","Side","north side of shelter, standard, concrete cover","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/234_Shelter_Type_III__1.jpg''}}","0.3","inaccessible","","","POINT(574137.574204 6222472.428629)"
"1000021682943364834","235-{Shelter_Type_III}","Adela Sobotkova","2023-05-01 12:16:04.834 GMT","Faims Admin","2023-05-02 06:26:25 GMT","235","Shelter Type III","Adela Sobotkova","2023-05-01 14:16:04+02:00","Map","1","Type 3A (only one exit but size looks double of the single iteration of type 3) with central entrance and two wings of shelters in the central isle of Søndre ringgade, 30 m north of 234","56.142211169954805","10.192126720343502","6222547.46929081","574075.064297801","3.0","Grass","Street","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/235_Shelter_Type_III__1.jpg''}}","south edge of Søndre ringgade just before the final swerve","Concrete slabs","Barred (concrete slabs or earthen cover bar access fully or partially)","SW","standard entry with a chimney with concrete tile on top flanked by a small tree. ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/235_Shelter_Type_III__1.jpg''}}","Square","Side","only one exit located, the north one. south one as on an edge of 3A type imputed only","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/235_Shelter_Type_III__1.jpg''}}","0.3","","","","POINT(574073.845808 6222547.252559)"
"1000031682943813743","101-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-01 12:23:33.744 GMT","Lise Søndergaard Jensen ","2023-05-01 12:25:41 GMT","101","Shelter Type III","Lise Søndergaard Jensen ","2023-05-01 14:23:33+02:00","Map","5 (5 x shelter type 3,1 x shelter type xx)","Shelter as expected, covered in trees.","56.15683501666667","10.177467733333334","6224159.330537396","573136.4681863205","1.0","Trees","Urban structures","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/101_Shelter_Type_III__1.jpg''}}","Placed between Silkeborgvej 176 and 168, along Oldjordsvej.","Other (partly covered with concrete slabs and partly covered with metal plates.)","Sealed (as in a layer of concrete seals a doorway)","SSE","visible, but not able to enter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/101_Shelter_Type_III__1.jpg''}}","Square","Side","visible, but difficult to access .","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/101_Shelter_Type_III__1.jpg''}}","0.35","not able to enter.","","not any.","POINT(573136.468186 6224159.330537)"
"1000031682944347135","102-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-01 12:32:27.135 GMT","Lise Søndergaard Jensen ","2023-05-01 12:33:16 GMT","102","Shelter Type III","Lise Søndergaard Jensen ","2023-05-01 14:32:27+02:00","Map","5 (5 x shelter type 3,1 x shelter type xx)","Shelter as expected, covered in trees.","56.156769483333335","10.177815416666666","6224152.405950959","573158.1873515442","0.8","Trees","Urban structures","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/102_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/102_Shelter_Type_III__2.jpg''}}","Placed between Silkeborgvej 168 and 160, along Oldjordsvej.","Concrete slabs (.)","Sealed (as in a layer of concrete seals a doorway)","SSE","visible, but not able to enter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/102_Shelter_Type_III__1.jpg''}}","Square","Side","visible, but difficult to access .","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/102_Shelter_Type_III__1.jpg''}}","0.20","not able to enter.","","not any.","POINT(573158.187352 6224152.405951)"
"1000021682944543469","236-{Shelter_Type_III}","Adela Sobotkova","2023-05-01 12:35:55.639 GMT","Adela Sobotkova","2023-05-01 12:40:17 GMT","236","Shelter Type III,not sure about the type at all","Adela Sobotkova","2023-05-01 14:35:43+02:00","Map","Indeterminate","unknown shape  shelter buried under a mound  in the park next to marselisborg. entryway cleared and open with one swanneck at entry and another to NE of entryway. lovely benches, walkways and flowers","56.142089393043705","10.18648517283857","6222527.873573784","573724.7681100835","3.0","Grass","Grassland or park","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/236_Shelter_Type_III__1.jpg''}}","on the nw edge of marselisborg centre rehabilitation park","Doorway","Locked","NW","metal door with lock in the north 
west facing slope","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/236_Shelter_Type_III__1.jpg''}}","Square","NA","location in relation to shelter uncertain as shape unknown, nice new metal exit chimney","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/236_Shelter_Type_III__1.jpg''}}","0.3","inaccessible","","","POINT(573724.76811 6222527.873574)"
"1000031682944701861","103-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-01 12:38:21.861 GMT","Lise Søndergaard Jensen ","2023-05-01 12:39:44 GMT","103","Shelter Type III","Lise Søndergaard Jensen ","2023-05-01 14:38:21+02:00","Map","5 (5 x shelter type 3,1 x shelter type xx)","Shelter as expected, covered in trees.","56.15684295","10.179096916666667","6224161.942043488","573237.6417189445","0.9","Trees","Urban structures","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/103_Shelter_Type_III__1.jpg''}}","Placed opposite Silkeborgvej 140, along Oldjordsvej.","Concrete slabs (.)","Sealed (as in a layer of concrete seals a doorway)","S","visible, but not able to enter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/103_Shelter_Type_III__1.jpg''}}","Square","Side","visible, but difficult to access .","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/103_Shelter_Type_III__1.jpg''}}","0.40","not able to enter.","","not any.","POINT(573237.641719 6224161.942043)"
"1000031682945034490","104-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-01 12:43:54.490 GMT","Lise Søndergaard Jensen ","2023-05-01 12:44:40 GMT","104","Shelter Type III","Lise Søndergaard Jensen ","2023-05-01 14:43:54+02:00","Map","5 (5 x shelter type 3,1 x shelter type xx)","Shelter as expected, covered in trees.","56.15688946666667","10.179510283333334","6224167.557909397","573263.2273975066","0.7","Trees","Urban structures","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/104_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/104_Shelter_Type_III__2.jpg''}}","Placed between Silkeborgvej 140 and 130, along Oldjordsvej.","Concrete slabs (.)","Sealed (as in a layer of concrete seals a doorway)","SSE","visible, but not able to enter.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/104_Shelter_Type_III__1.jpg''}}","Square","Side","visible, but difficult to access .","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/104_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/104_Shelter_Type_III__2.jpg''}}","0.40","not able to enter.","","not any.","POINT(573263.227398 6224167.557909)"
"1000031682945331502","105-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-01 12:48:51.503 GMT","Lise Søndergaard Jensen ","2023-05-01 13:02:01 GMT","105","Shelter Type III,type 3A, one entrance, 2 emergency exits","Lise Søndergaard Jensen ","2023-05-01 14:48:51+02:00","Map","5 (5 x shelter type 3,1 x shelter type xx)","Shelter as expected, covered in trees. Behind fence.","56.15700995","10.181041916666667","6224182.594483465","573358.1274323388","0.8","Trees","Urban structures","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/105_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/105_Shelter_Type_III__2.jpg''}}","Placed opposite Silkeborgvej 110, along Oldjordsvej. The entrance behind ''Bytteboxen''.","Other (.)","Sealed (as in a layer of concrete seals a doorway)","S","Behind fence, stairs down to the entrance doors is visible, but not able to enter due to locked fence.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/105_Shelter_Type_III__1.jpg''}}","Square","Side","visible, but not able to access due to locked fence.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/105_Shelter_Type_III__1a.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/105_Shelter_Type_III__2a.jpg''}}","0.05 (west end exit: distance to swan neck 0.05. east end swan neck almost covered underground.)","not able to enter.","","not any.","POINT(573349.949454 6224185.16723)"
"1000021682947067750","237-{Shelter_Type_III}","Adela Sobotkova","2023-05-01 13:17:59.377 GMT","Adela Sobotkova","2023-05-01 13:18:27 GMT","237","Shelter Type III","Adela Sobotkova","2023-05-01 15:17:47+02:00","Map","1","parking lot set of two type 3 shelters in a line, positioned in mirror , can 7 m apart","56.142802682751146","10.201164163752486","6222623.03951238","574635.445801976","3.0","Grass","Street","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/237_Shelter_Type_III__1.jpg''}}","international school Aarhus north edge of parking lot","Concrete slabs","Barred (concrete slabs or earthen cover bar access fully or partially)","S","clear and reachable directly from parking lit, it drops into the asphalt","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/237_Shelter_Type_III__1.jpg''}}","Square","Side","West edge, covered with vine, concrete cover","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/237_Shelter_Type_III__1.jpg''}}","0.3","inaccessible","","","POINT(574635.445802 6222623.039512)"
"1000031682947115308","106-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-01 13:18:35.308 GMT","Lise Søndergaard Jensen ","2023-05-01 13:25:49 GMT","106","Shelter Type III,type 3A, one entrance, 2 emergency exits","Lise Søndergaard Jensen ","2023-05-01 15:18:35+02:00","Map","3 (3 x shelter type xx, close to 5 x shelter type 3)","Shelter as expected, covered in trees. Behind fence.","56.1572059","10.1814191","6224204.80318816","573381.1806557956","0.9","Trees","Urban structures","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/106_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/106_Shelter_Type_III__2.jpg''}}","Placed behind Oldjordsvej 2-4.","Other","Locked","S","Behind fence, stairs down to the entrance doors is visible, but not able to enter due to locked fence.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/106_Shelter_Type_III__1.jpg''}}","Square","Side","visible, but not able to access due to locked fence.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/106_Shelter_Type_III__1a.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/106_Shelter_Type_III__2a.jpg''}}","0.05 (west end exit: distance to swan neck 0.05. east end swan neck almost covered underground.)","not able to enter.","","not any.","POINT(573381.079078 6224191.415789)"
"1000021682947388045","238-{Shelter_Type_III}","Adela Sobotkova","2023-05-01 13:23:08.046 GMT","Adela Sobotkova","2023-05-01 13:23:53 GMT","238","Shelter Type III","Adela Sobotkova","2023-05-01 15:23:07+02:00","Map","1","parking lot set of two type 3 shelters in a line, positioned in mirror , can 7 m apart","56.14283278853079","10.20127240871418","6222626.507112683","574642.1129858914","4.0","Grass","Street","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/238_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/238_Shelter_Type_III__2.jpg''}}","international school Aarhus north edge of parking lot","Concrete slabs","Barred (concrete slabs or earthen cover bar access fully or partially)","S","clear and reachable directly from parking lit, it drops into the asphalt","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/238_Shelter_Type_III__1.jpg''}}","Square","Side","east edge, covered with vine, scrub and a grown tree. concrete cover","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/238_Shelter_Type_III__1.jpg''}}","0.3","inaccessible","","","POINT(574642.112986 6222626.507113)"
"1000031682947835782","107-{Shelter_Type_III}","Lise Søndergaard Jensen ","2023-05-01 13:30:35.783 GMT","Lise Søndergaard Jensen ","2023-05-01 13:31:11 GMT","107","Shelter Type III,type 3A, one entrance, 2 emergency exits","Lise Søndergaard Jensen ","2023-05-01 15:30:35+02:00","Map","3 (3 x shelter type xx, close to 5 x shelter type 3)","Shelter as expected, covered in trees. Behind fence.","56.156987916666665","10.181973466666667","6224181.133464681","573416.0277629878","0.8","Trees","Urban structures","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/107_Shelter_Type_III__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/OverviewPhoto/107_Shelter_Type_III__2.jpg''}}","Placed opposite Silkeborgvej xx","Other","Locked","S","Behind fence, stairs down to the entrance doors is visible, but not able to enter due to locked fence.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EntrywayPhoto/107_Shelter_Type_III__1.jpg''}}","Square","Side","visible, but not able to access due to locked fence.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/107_Shelter_Type_III__1a.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Shelter/EmergencyExitPhoto/107_Shelter_Type_III__2a.jpg''}}","0.05 (west end exit: distance to swan neck 0.05. east end swan neck almost covered underground.)","not able to enter.","","not any.","POINT(573413.694991 6224192.586987)"
